name,logrank_p_value,FDR,Bonferroni
CEP131,0.012554444463990325,0.028526287850843348,1.0
EIF3J-AS1,0.01864615294342868,0.03302378399584354,1.0
ABCA6,0.003598780916046456,0.01775323960450911,1.0
CYB5D2,0.036427654127232714,0.044100859855849425,1.0
CEP162,0.017576650567484437,0.03235817504356392,1.0
EIF3M,0.009125844509814579,0.025030051112956503,1.0
EIF4A1,0.006874697363120609,0.02223204288967647,1.0
CYB5R3,0.0019797284437452246,0.014506064743361741,1.0
ABCB11,0.04628070030297857,0.048266513383375585,1.0
C22orf39,0.004094575190989099,0.01858081903550418,1.0
EIF4E,0.003886587355352018,0.018286758934960977,1.0
CEP250,0.0022324219229717204,0.01523432852916834,1.0
EIF4E2,0.00689859002260712,0.02223204288967647,1.0
C2CD2,0.04959610996207468,0.04975533657083473,1.0
CEP290,0.036327285233488944,0.044100859855849425,1.0
ABCB7,0.0030820885923685715,0.016483500177834957,1.0
EIF4ENIF1,0.0002461896359111369,0.006674474573590823,0.7809135251101262
CEP55,0.01294447957898021,0.02877597113074111,1.0
ABCC10,0.04773760464991575,0.048946499996644625,1.0
CEP68,0.002655878010539237,0.015551011994778584,1.0
ARMC2,0.0037751022533327326,0.018107387091731736,1.0
CYP19A1,0.037335186002144784,0.04470638354050708,1.0
EIF5A,0.009833394361462498,0.025889098021527054,1.0
CEP72,0.036978871367857394,0.04444751041259706,1.0
ABCC5,0.0059995283006193355,0.021252192075535258,1.0
C2orf40,0.04723354317012395,0.04867602304601468,1.0
CEP76,0.04610622383398754,0.048203342782270425,1.0
EIF5AL1,0.011391458104383719,0.02725015468107478,1.0
EIF5B,0.0037284253108605526,0.018107387091731736,1.0
C2orf44,0.004876217342279649,0.019914836581265256,1.0
EIF6,0.0017716370199810083,0.01408429229919739,1.0
ABCC6P2,0.004698334160342495,0.01958377035349723,1.0
C2orf49,0.004280583574040233,0.018832192922129846,1.0
ELAVL4,0.037615876076395854,0.044798544397189624,1.0
CYP27A1,0.020697233997585576,0.03474051283659754,1.0
ABCE1,0.01888451169623132,0.03324177086595213,1.0
CYP27B1,0.016188372590341355,0.03141157304032967,1.0
C2orf76,0.03516549755959281,0.04338802629975103,1.0
CYP2A6,0.002608275628820849,0.015551011994778584,1.0
CYP2A7,0.00843089265144415,0.024264807983435114,1.0
CYP2B6,0.01794979607121764,0.03253683435988371,1.0
ARPC1A,0.02726814202071015,0.0385448068135885,1.0
CERS5,0.006433971516630639,0.021722207241810176,1.0
ARPC1B,0.01499839335190661,0.030496733148876774,1.0
C3,0.0448063260672619,0.04755464545188681,1.0
ARPC3,0.0067967490219569765,0.02223204288967647,1.0
CES1,0.032525971968294314,0.041757812930975594,1.0
ARPC4,0.011213583337218988,0.027106042698977192,1.0
ABHD11-AS1,0.04223154882425857,0.04655832474729915,1.0
CYP2D7,0.01640174997839572,0.03151043855077715,1.0
CES4A,0.01564531823756742,0.031072382306053605,1.0
CES5A,0.0018935856234660177,0.014403965461952538,1.0
ABHD14A-ACY1,0.03969039122081792,0.04582354779754559,1.0
C3orf35,0.03415195852835008,0.042773092503691504,1.0
ELMO2,0.01228869140750707,0.028348893923354494,1.0
ARRB1,0.007594603659788232,0.023030671901384584,1.0
CETN3,0.02640310495420953,0.038068476779433015,1.0
CYP2W1,0.01811282778939161,0.03264805545533457,1.0
CYP3A4,0.0251009223525425,0.03750359194642714,1.0
C4A,0.018907612255892572,0.03326397452894689,1.0
CYP4F11,0.029235280016696178,0.03977052722981245,1.0
ARSG,0.022514426988586914,0.03599814841545853,1.0
CYP4F12,0.039823300459801876,0.04582354779754559,1.0
CYP4F2,0.03824524716450236,0.04506043518295364,1.0
ELP5,0.001685191730191027,0.013987621432251145,1.0
C5,0.0074991201094115265,0.02298894254517265,1.0
CFB,0.00014791981847177236,0.005591779614645572,0.46920166419246195
EMC6,0.005498949757095901,0.020632763126062624,1.0
CFH,0.028174860213482488,0.03926654507784114,1.0
ASAP1,0.010904806328320058,0.026842740863696677,1.0
CYP7A1,0.03244862235628948,0.0417217762897716,1.0
ASAP1-IT2,0.01528164556619968,0.030668894206623398,1.0
ACACA,0.002585571249204693,0.015546423872474706,1.0
CYP8B1,0.0403538705180929,0.04606062514695598,1.0
